:END_ID(VOCAB-ID),:START_ID(VOCAB-ID),OriginalSource:string,Type:string,:TYPE,Source
HGNC_5965,HGNC_14900,"3dgc, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_14900,HGNC_5965,"3dgc, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_1077,HGNC_1068,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1068,HGNC_1077,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1078,HGNC_1068,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1068,HGNC_1078,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18788,HGNC_7091,Induces NK Cell Activation. Reviewed in PMID: 24223577,receptor_of,Curated_relationship,CellPhoneDB
HGNC_7091,HGNC_18788,Induces NK Cell Activation. Reviewed in PMID: 24223577,receptor_of,Curated_relationship,CellPhoneDB
HGNC_16977,HGNC_7091,Induces NK Cell Activation. Reviewed in PMID: 24223577,receptor_of,Curated_relationship,CellPhoneDB
HGNC_7091,HGNC_16977,Induces NK Cell Activation. Reviewed in PMID: 24223577,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8004,HGNC_10723,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_10723,HGNC_8004,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9101,HGNC_10723,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_10723,HGNC_9101,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9102,HGNC_10723,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_10723,HGNC_9102,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6003,HGNC_6002,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6002,HGNC_6003,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6004,HGNC_6002,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6002,HGNC_6004,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6024,HGNC_6023,"3di2, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6023,HGNC_6024,"3di2, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6010,HGNC_6023,"3di2, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6023,HGNC_6010,"3di2, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5994,HGNC_5991,"low affinity, uniprot",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5991,HGNC_5994,"low affinity, uniprot",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5995,HGNC_5991,"low affinity, uniprot",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5991,HGNC_5995,"low affinity, uniprot",receptor_of,Curated_relationship,CellPhoneDB
HGNC_174,HGNC_4223,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4223,HGNC_174,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6597,HGNC_2169,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2169,HGNC_6597,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6021,HGNC_2169,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2169,HGNC_6021,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1078,HGNC_4221,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4221,HGNC_1078,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5985,HGNC_5983,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5983,HGNC_5985,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18439,HGNC_5983,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5983,HGNC_18439,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8803,HGNC_30620,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_30620,HGNC_8803,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8804,HGNC_30620,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_30620,HGNC_8804,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_174,HGNC_1071,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1071,HGNC_174,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1078,HGNC_1073,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1073,HGNC_1078,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6307,HGNC_16770,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_16770,HGNC_6307,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5998,HGNC_16028,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_16028,HGNC_5998,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5995,HGNC_16028,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_16028,HGNC_5995,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3621,HGNC_24674,"4n0u, PDB & 4k71, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_24674,HGNC_3621,"4n0u, PDB & 4k71, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_13700,HGNC_11346,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11346,HGNC_13700,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9100,HGNC_10723,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_10723,HGNC_9100,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6008,HGNC_6001,"2b5i, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6001,HGNC_6008,"2b5i, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6009,HGNC_6001,"2b5i, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6001,HGNC_6009,"2b5i, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6010,HGNC_6001,"2b5i, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6001,HGNC_6010,"2b5i, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_171,HGNC_464,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_464,HGNC_171,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5999,HGNC_15741,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_15741,HGNC_5999,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5995,HGNC_15741,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_15741,HGNC_5995,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6021,HGNC_5966,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5966,HGNC_6021,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5993,HGNC_6000,"1ira, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6000,HGNC_5993,"1ira, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5995,HGNC_6000,"1ira, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6000,HGNC_5995,"1ira, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_9099,HGNC_10723,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_10723,HGNC_9099,PMID: 22325954,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6597,HGNC_21708,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_21708,HGNC_6597,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6006,HGNC_6005,"3tgx, PDB partially, uniprot",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6005,HGNC_6006,"3tgx, PDB partially, uniprot",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6010,HGNC_6005,"3tgx, PDB partially, uniprot",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6005,HGNC_6010,"3tgx, PDB partially, uniprot",receptor_of,Curated_relationship,CellPhoneDB
HGNC_13700,HGNC_6002,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6002,HGNC_13700,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6597,HGNC_17412,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_17412,HGNC_6597,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6021,HGNC_17412,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_17412,HGNC_6021,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5974,HGNC_5973,"3bpo, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5973,HGNC_5974,"3bpo, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6015,HGNC_5973,"3bpo, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5973,HGNC_6015,"3bpo, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5999,HGNC_15562,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_15562,HGNC_5999,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5995,HGNC_15562,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_15562,HGNC_5995,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1077,HGNC_464,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_464,HGNC_1077,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2436,HGNC_6016,"3qt2, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6016,HGNC_2436,"3qt2, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6017,HGNC_6016,"3qt2, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6016,HGNC_6017,"3qt2, PDB partially",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6010,HGNC_6014,"3qb7, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6014,HGNC_6010,"3qb7, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6015,HGNC_6014,"3qb7, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6014,HGNC_6015,"3qb7, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_14670,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_14670,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_14670,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_14670,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4216,HGNC_11772,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11772,HGNC_4216,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2195,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2195,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8007,HGNC_9967,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9967,HGNC_8007,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8007,HGNC_4244,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4244,HGNC_8007,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2188,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2188,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2188,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2188,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2198,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2198,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2198,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2198,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11801,HGNC_6150,"https://www.ncbi.nlm.nih.gov/pubmed/29212879,https://www.ncbi.nlm.nih.gov/pubmed/18346467/,https://www.ncbi.nlm.nih.gov/",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_11801,"https://www.ncbi.nlm.nih.gov/pubmed/29212879,https://www.ncbi.nlm.nih.gov/pubmed/18346467/,https://www.ncbi.nlm.nih.gov/",receptor_of,Curated_relationship,CellPhoneDB
HGNC_11801,HGNC_6156,"https://www.ncbi.nlm.nih.gov/pubmed/29212879,https://www.ncbi.nlm.nih.gov/pubmed/18346467/,https://www.ncbi.nlm.nih.gov/",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_11801,"https://www.ncbi.nlm.nih.gov/pubmed/29212879,https://www.ncbi.nlm.nih.gov/pubmed/18346467/,https://www.ncbi.nlm.nih.gov/",receptor_of,Curated_relationship,CellPhoneDB
HGNC_11769,HGNC_11773,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11773,HGNC_11769,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11769,HGNC_171,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_171,HGNC_11769,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_24824,HGNC_6147,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6147,HGNC_24824,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2206,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2206,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2206,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2206,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2214,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2214,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_26674,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_26674,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4232,HGNC_9967,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9967,HGNC_4232,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4232,HGNC_4243,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4243,HGNC_4232,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_14670,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_14670,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5318,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_5318,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18038,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_18038,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2191,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2191,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2200,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2200,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2200,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2200,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9031,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_9031,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9031,HGNC_6140,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6140,HGNC_9031,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12663,HGNC_6155,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_12663,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12663,HGNC_6146,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6146,HGNC_12663,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_24343,HGNC_6153,"PMID: 1830891, PMID: 8970045",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_24343,"PMID: 1830891, PMID: 8970045",receptor_of,Curated_relationship,CellPhoneDB
HGNC_24343,HGNC_6145,"PMID: 1830891, PMID: 8970045",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6145,HGNC_24343,"PMID: 1830891, PMID: 8970045",receptor_of,Curated_relationship,CellPhoneDB
HGNC_2197,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2197,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2197,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2197,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2219,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2219,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2219,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2219,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11785,HGNC_6138,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6138,HGNC_11785,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11785,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_11785,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2203,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2203,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2203,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2203,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4223,HGNC_11772,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11772,HGNC_4223,PMID: 22710174,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2194,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2194,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2194,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2194,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2218,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2218,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2218,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2218,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_727,HGNC_9967,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9967,HGNC_727,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_727,HGNC_4245,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4245,HGNC_727,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11785,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_11785,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11785,HGNC_6139,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6139,HGNC_11785,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_7166,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_7166,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_7166,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_7166,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2215,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2215,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2215,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2215,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5346,HGNC_6155,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_5346,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5346,HGNC_6148,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6148,HGNC_5346,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8800,HGNC_8803,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8803,HGNC_8800,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8800,HGNC_8804,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_8804,HGNC_8800,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3612,HGNC_6152,https://www.ncbi.nlm.nih.gov/pubmed/7621072,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6152,HGNC_3612,https://www.ncbi.nlm.nih.gov/pubmed/7621072,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3612,HGNC_6155,https://www.ncbi.nlm.nih.gov/pubmed/7621072,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_3612,https://www.ncbi.nlm.nih.gov/pubmed/7621072,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2214,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2214,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2200,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2200,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2195,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2195,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2214,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2214,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2206,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2206,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18038,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_18038,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3670,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_3670,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3670,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_3670,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2203,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2203,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_14281,HGNC_6024,DOI  10.1038/ncomms14937,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6024,HGNC_14281,DOI  10.1038/ncomms14937,receptor_of,Curated_relationship,CellPhoneDB
HGNC_14281,HGNC_14281,DOI  10.1038/ncomms14937,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2186,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2186,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5318,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_5318,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2195,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2195,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2216,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2216,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2216,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2216,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6139,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6139,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_14670,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_14670,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1318,HGNC_6155,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_1318,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_1318,HGNC_6149,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6149,HGNC_1318,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12724,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_12724,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12724,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_12724,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2201,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2201,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2201,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2201,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5318,HGNC_6145,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6145,HGNC_5318,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2215,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2215,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3603,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_3603,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3603,HGNC_6141,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6141,HGNC_3603,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6470,HGNC_6153,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2120661/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_6470,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2120661/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6470,HGNC_6141,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2120661/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6141,HGNC_6470,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2120661/,receptor_of,Curated_relationship,CellPhoneDB
